,verbatimScientificName,verbatimTraitName,verbatimTraitValue,verbatimTraitValueSD,verbatimTraitValueCV,verbatimTraitValueType,verbatimTraitMethod,verbatimTraitUnit,verbatimN1,verbatimN1Unit,verbatimN2,verbatimN2Unit,Area,ShortReference,FullReference,AdditionalInfo1,AdditionalInfo2,AdditionalInfo3
207,Plecotus_kolombatovici,OvergroundRoostDependence-Castle,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
208,Plecotus_macrobullaris,OvergroundRoostDependence-Castle,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
209,Plecotus_sardus,OvergroundRoostDependence-Castle,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
210,Rhinolophus_blasii,OvergroundRoostDependence-Castle,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
211,Rhinolophus_euryale,OvergroundRoostDependence-Castle,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
212,Rhinolophus_ferrumequinum,OvergroundRoostDependence-Castle,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
213,Rhinolophus_hipposideros,OvergroundRoostDependence-Castle,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
214,Rhinolophus_mehelyi,OvergroundRoostDependence-Castle,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
215,Tadarida_teniotis,OvergroundRoostDependence-Castle,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
216,Vespertilio_murinus,OvergroundRoostDependence-Castle,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
217,Barbastella_barbastellus,OvergroundRoostDependence-Church,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
218,Eptesicus_nilssonii,OvergroundRoostDependence-Church,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
219,Eptesicus_serotinus,OvergroundRoostDependence-Church,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
220,Hypsugo_savii,OvergroundRoostDependence-Church,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
221,Miniopterus_schreibersii,OvergroundRoostDependence-Church,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
222,Myotis_alcathoe,OvergroundRoostDependence-Church,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
223,Myotis_bechsteinii,OvergroundRoostDependence-Church,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
224,Myotis_blythii,OvergroundRoostDependence-Church,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
225,Myotis_brandtii,OvergroundRoostDependence-Church,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
226,Myotis_capaccinii,OvergroundRoostDependence-Church,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
227,Myotis_dasycneme,OvergroundRoostDependence-Church,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
228,Myotis_daubentonii,OvergroundRoostDependence-Church,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
229,Myotis_emarginatus,OvergroundRoostDependence-Church,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
230,Myotis_myotis,OvergroundRoostDependence-Church,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
231,Myotis_mystacinus,OvergroundRoostDependence-Church,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
232,Myotis_nattereri,OvergroundRoostDependence-Church,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
233,Myotis_punicus,OvergroundRoostDependence-Church,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
234,Nyctalus_lasiopterus,OvergroundRoostDependence-Church,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
235,Nyctalus_leisleri,OvergroundRoostDependence-Church,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
236,Nyctalus_noctula,OvergroundRoostDependence-Church,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
237,Pipistrellus_kuhlii,OvergroundRoostDependence-Church,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
238,Pipistrellus_nathusii,OvergroundRoostDependence-Church,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
239,Pipistrellus_pipistrellus,OvergroundRoostDependence-Church,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
240,Pipistrellus_pygmaeus,OvergroundRoostDependence-Church,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
